Path,Emergency,2p0E34_NoScouting,2p0E34_NoLowPtSingleMu,2p0E34_NoLowPtSingleMuScouting,2p0E34+ZeroBias+HLTPhysics,2p0E34,2p0E34_NoAXO,1p8E34,1p8E34_NoAXO,2p0E34_OnlyMuons,2p0E34_NoMuShower,2p0E34_NoEcalTiming,HIon,PRef
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Tight_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Medium_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele24_eta2p1_WPTight_Gsf_PNetTauhPFJet30_Loose_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu20_eta2p1_LooseDeepTauPFTauHPS27_eta2p1_CrossL1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS180_eta2p1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS30_eta2p1_CrossL1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS35_L2NN_eta2p1_CrossL1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_LooseDeepTauPFTauHPS180_L2NN_eta2p1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5_v9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_5p6_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_PFHT400_FivePFJet_120_120_60_30_30_PNet2BTag_4p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_QuadPFJet103_88_75_15_PNetBTag_0p4_VBF2_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet103_88_75_15_PNet2BTag_0p4_0p12_VBF1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet105_88_76_15_PNetBTag_0p4_VBF2_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet105_88_76_15_PNet2BTag_0p4_0p12_VBF1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet111_90_80_15_PNetBTag_0p4_VBF2_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet111_90_80_15_PNet2BTag_0p4_0p12_VBF1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepJet_1p5_v9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_PFHT250_QuadPFJet25_v2,0,100,100,100,100,100,100,100,100,0,100,100,100,0
HLT_PFHT250_QuadPFJet25_PNet2BTagMean0p55_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT250_QuadPFJet25_PNet1BTag0p20_PNet1Tauh0p50_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT250_QuadPFJet30_PNet2BTagMean0p55_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT250_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT280_QuadPFJet30_PNet1BTag0p20_PNet1Tauh0p50_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT280_QuadPFJet30_v5,0,100,100,100,100,100,100,100,100,0,100,100,1,0
HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT280_QuadPFJet30_PNet2BTagMean0p60_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT280_QuadPFJet35_PNet2BTagMean0p60_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_PFHT340_QuadPFJet70_50_40_40_PNet2BTagMean0p70_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT280_QuadPFJet30_PNet2BTagMean0p55_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PNet2BTagMean0p50_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet100_88_70_30_v6,0,256,256,256,256,256,256,256,256,0,256,256,1,0
HLT_QuadPFJet105_88_75_30_v5,0,256,256,256,256,256,256,256,256,0,256,256,1,0
HLT_QuadPFJet111_90_80_30_v5,0,256,256,256,256,256,256,256,256,0,256,256,1,0
HLT_QuadPFJet100_88_70_30_PNet1CvsAll0p5_VBF3Tight_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet105_88_75_30_PNet1CvsAll0p5_VBF3Tight_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_QuadPFJet111_90_80_30_PNet1CvsAll0p6_VBF3Tight_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet220_SoftDropMass40_v9,0,120,120,120,120,120,120,120,120,0,120,120,1,0
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p53_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p55_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet220_SoftDropMass40_PNetBB0p06_DoubleAK4PFJet60_30_PNet2BTagMean0p60_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet230_SoftDropMass40_v9,0,100,100,100,100,100,100,100,100,0,100,100,1,0
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p03_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet230_SoftDropMass40_PNetTauTau0p05_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet250_SoftDropMass40_PNetBB0p10_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p03_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet250_SoftDropMass40_PNetTauTau0p05_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_SoftDropMass40_PNetBB0p10_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p03_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_SoftDropMass40_PNetTauTau0p05_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_Nch45_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_AK8PFJet275_Nch40_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu50_AK8PFJet220_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu50_AK8PFJet230_SoftDropMass40_PNetBB0p10_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet220_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p06_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Ele50_CaloIdVT_GsfTrkIdT_AK8PFJet230_SoftDropMass40_PNetBB0p10_v5,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_DoubleAK4PFJet60_30_PNet2BTagMean0p50_v6,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet2BTagMean0p55_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFHT250_QuadPFJet25_PNet1BTag0p20_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_CrossL1_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_CrossL1_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_CrossL1_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS20_eta2p1_SingleL1_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS45_L2NN_eta2p1_CrossL1_v8,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet60_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet26_L2NN_eta2p3_CrossL1_PFJet75_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Tight_eta2p3_CrossL1_ETau_Monitoring_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Medium_eta2p3_CrossL1_ETau_Monitoring_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet30_Loose_eta2p3_CrossL1_ETau_Monitoring_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Tight_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Medium_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu20_eta2p1_PNetTauhPFJet27_Loose_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet20_eta2p2_SingleL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet45_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PFHT250_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_PFHT250_QuadPFJet25_PNet1Tauh0p50_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_IsoMu24_eta2p1_SinglePFJet25_PNet1Tauh0p50_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoublePNetTauhPFJet30_Medium_L2NN_eta2p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_DoublePNetTauhPFJet30_Tight_L2NN_eta2p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_DoublePNetTauhPFJet26_L2NN_eta2p3_PFJet60_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_DoublePNetTauhPFJet26_L2NN_eta2p3_PFJet75_v2,0,1,1,1,1,1,1,1,1,0,1,1,0,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Loose_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Medium_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_IsoMu24_eta2p1_PNetTauhPFJet130_Tight_L2NN_eta2p3_CrossL1_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_SinglePNetTauhPFJet130_Loose_L2NN_eta2p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_SinglePNetTauhPFJet130_Medium_L2NN_eta2p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_SinglePNetTauhPFJet130_Tight_L2NN_eta2p3_v2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
HLT_DoubleL2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v9,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu12NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu14NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL3Mu16_10NoVtx_DxyMin0p01cm_v9,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL3Mu18_10NoVtx_DxyMin0p01cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL3Mu20_10NoVtx_DxyMin0p01cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu10NoVtx_2Cha_v7,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L3Mu10NoVtx_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L3Mu10NoVtx_DxyMin0p01cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu_L3Mu16NoVtx_VetoL3Mu0DxyMax0p1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu_L3Mu18NoVtx_VetoL3Mu0DxyMax0p1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL2Mu12NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu10NoVtx_2Cha_CosmicSeed_v7,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu10NoVtx_2Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_DoubleL3dTksMu16_10NoVtx_DxyMin0p01cm_v8,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu50NoVtx_3Cha_CosmicSeed_VetoL3Mu0DxyMax1cm_v1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L2Mu50NoVtx_3Cha_VetoL3Mu0DxyMax1cm_v1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L3Mu30NoVtx_DxyMin0p01cm_v1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L3Mu50NoVtx_DxyMin0p01cm_v1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HLT_L3dTksMu10_NoVtx_DxyMin0p01cm_v8,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1,0
HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DisplacedMu24_MediumChargedIsoDisplacedPFTauHPS24_v4,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_Photon34_R9Id90_CaloIdL_IsoL_DisplacedIdL_MediumChargedIsoDisplacedPFTauHPS34_v4,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_v9,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS36_Trk1_eta2p1_v4,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1_noDxy_v4,0,25,25,25,25,25,25,25,25,0,25,25,25,0
HLT_IsoMu27_MediumChargedIsoDisplacedPFTauHPS24_eta2p1_SingleL1_v4,0,1,1,1,1,1,1,1,1,0,1,1,1,0
HLT_HT350_DelayedJet40_SingleDelay1p5To3p5nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HT350_DelayedJet40_SingleDelay1p6To3p5nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HT350_DelayedJet40_SingleDelay1p75To3p5nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT350_DelayedJet40_SingleDelay3nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT350_DelayedJet40_SingleDelay3p25nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT350_DelayedJet40_SingleDelay3p5nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay0p5nsInclusive_v7,0,2500,2500,2500,2500,2500,2500,2500,2500,0,2500,2500,1,0
HLT_HT430_DelayedJet40_SingleDelay1nsInclusive_v7,0,500,500,500,500,500,500,500,500,0,500,500,1,0
HLT_HT430_DelayedJet40_SingleDelay1To1p5nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HT430_DelayedJet40_SingleDelay1p1To1p6nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_HT430_DelayedJet40_SingleDelay1p25To1p75nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay1p5nsInclusive_v7,0,100,100,100,100,100,100,100,100,0,100,100,1,0
HLT_HT430_DelayedJet40_SingleDelay2nsInclusive_v9,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay2p25nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay2p5nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay0p5nsTrackless_v7,0,100,100,100,100,100,100,100,100,0,100,100,1,0
HLT_HT430_DelayedJet40_SingleDelay1nsTrackless_v9,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay1p25nsTrackless_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_SingleDelay1p5nsTrackless_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_DoubleDelay0p5nsInclusive_v8,0,500,500,500,500,500,500,500,500,0,500,500,1,0
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive_v9,0,50,50,50,50,50,50,50,50,0,50,50,1,0
HLT_HT430_DelayedJet40_DoubleDelay1p25nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_DoubleDelay1p5nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless_v9,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_DoubleDelay0p75nsTrackless_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_HT430_DelayedJet40_DoubleDelay1nsTrackless_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_L1Tau_DelayedJet40_SingleDelay2p5To4nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_L1Tau_DelayedJet40_SingleDelay2p6To4nsInclusive_v5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLT_L1Tau_DelayedJet40_SingleDelay2p75To4nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_L1Tau_DelayedJet40_SingleDelay3p5nsInclusive_v7,0,1,1,1,1,1,1,1,1,0,1,0,1,0
HLT_L1Tau_DelayedJet40_SingleDelay3p75nsInclusive_v5,0,1,1,1,1,1,1,1,1,0,1,0,1,0
